id,matiere_id,matiere_nom,enseignant_id,enseignant_nom,niveau,duree,annee_scolaire
"3033","142","Arts Collège 15","5","Babacar Cisse","Collège","45","2024-2025"
"3034","90","Arts Primaire 10","5","Babacar Cisse","Primaire","45","2024-2025"
"3035","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","90","2024-2025"
"3036","223","Sciences Physiques Technique 23","17","Ndeye Diallo","Technique","55","2024-2025"
"3037","190","Anglais Lycée 20","10","Modou Kane","Lycée","45","2024-2025"
"3038","216","Anglais Collège 22","10","Modou Kane","Collège","45","2024-2025"
"3039","10","Arts Collège 2","5","Babacar Cisse","Collège","55","2024-2025"
"3040","207","Arts Lycée 21","5","Babacar Cisse","Lycée","45","2024-2025"
"3041","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","45","2024-2025"
"3042","30","Informatique Primaire 4","2","Yacine Diouf","Primaire","90","2024-2025"
"3043","9","Français Collège 1","3","Modou Mbaye","Collège","45","2024-2025"
"3044","211","Arabe Collège 22","1","Amadou Mbaye","Collège","55","2024-2025"
"3045","235","Arts Lycée 24","5","Babacar Cisse","Lycée","45","2024-2025"
"3046","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","55","2024-2025"
"3047","71","Anglais Collège 8","10","Modou Kane","Collège","55","2024-2025"
"3048","102","Anglais Technique 11","10","Modou Kane","Technique","55","2024-2025"
"3049","76","Mathématiques Technique 8","8","Aminata Sarr","Technique","55","2024-2025"
"3050","50","Arabe Collège 6","1","Amadou Mbaye","Collège","45","2024-2025"
"3051","155","Arts Primaire 16","5","Babacar Cisse","Primaire","45","2024-2025"
"3052","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","90","2024-2025"
"3053","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","90","2024-2025"
"3054","83","Français Collège 9","3","Modou Mbaye","Collège","90","2024-2025"
"3055","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","90","2024-2025"
"3056","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","90","2024-2025"
"3057","146","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","45","2024-2025"
"3058","56","Informatique Technique 6","2","Yacine Diouf","Technique","55","2024-2025"
"3059","74","Français Technique 8","3","Modou Mbaye","Technique","45","2024-2025"
"3060","179","Histoire-Géographie Lycée 18","12","Seynabou Ba","Lycée","45","2024-2025"
"3061","250","Sciences Naturelles Primaire 26","11","Binta Thiam","Primaire","45","2024-2025"
"3062","39","Anglais Technique 4","10","Modou Kane","Technique","90","2024-2025"
"3063","163","Arts Lycée 17","5","Babacar Cisse","Lycée","90","2024-2025"
"3064","157","Anglais Primaire 16","10","Modou Kane","Primaire","55","2024-2025"
"3065","228","Histoire-Géographie Collège 23","12","Seynabou Ba","Collège","55","2024-2025"
"3066","21","Français Technique 3","3","Modou Mbaye","Technique","55","2024-2025"
"3067","23","Histoire-Géographie Primaire 3","12","Seynabou Ba","Primaire","45","2024-2025"
"3068","111","Arabe Lycée 12","1","Amadou Mbaye","Lycée","55","2024-2025"
"3069","180","Histoire-Géographie Primaire 19","12","Seynabou Ba","Primaire","55","2024-2025"
"3070","3","Informatique Primaire 1","2","Yacine Diouf","Primaire","45","2024-2025"
"3071","229","Sciences Naturelles Lycée 23","11","Binta Thiam","Lycée","45","2024-2025"
"3072","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","90","2024-2025"
"3073","97","Sciences Naturelles Primaire 10","11","Binta Thiam","Primaire","55","2024-2025"
"3074","6","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"3075","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","45","2024-2025"
"3076","248","Anglais Technique 25","10","Modou Kane","Technique","90","2024-2025"
"3077","71","Anglais Collège 8","10","Modou Kane","Collège","55","2024-2025"
"3078","70","Arts Technique 8","5","Babacar Cisse","Technique","45","2024-2025"
"3079","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","45","2024-2025"
"3080","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","45","2024-2025"
"3081","118","Mathématiques Collège 12","8","Aminata Sarr","Collège","55","2024-2025"
"3082","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","55","2024-2025"
"3083","178","Anglais Lycée 18","10","Modou Kane","Lycée","45","2024-2025"
"3084","62","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","90","2024-2025"
"3085","130","Anglais Technique 14","10","Modou Kane","Technique","45","2024-2025"
"3086","209","Arts Primaire 21","5","Babacar Cisse","Primaire","90","2024-2025"
"3087","67","Arabe Collège 7","1","Amadou Mbaye","Collège","90","2024-2025"
"3088","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","55","2024-2025"
"3089","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","90","2024-2025"
"3090","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","55","2024-2025"
"3091","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","55","2024-2025"
"3092","158","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","45","2024-2025"
"3093","205","Français Collège 21","3","Modou Mbaye","Collège","55","2024-2025"
"3094","241","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","90","2024-2025"
"3095","165","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","90","2024-2025"
"3096","94","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"3097","14","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"3098","115","Arts Primaire 12","5","Babacar Cisse","Primaire","45","2024-2025"
"3099","227","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"3100","120","Éducation Physique Primaire 13","4","Alioune Diouf","Primaire","55","2024-2025"
"3101","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","45","2024-2025"
"3102","27","Histoire-Géographie Lycée 3","12","Seynabou Ba","Lycée","55","2024-2025"
"3103","126","Sciences Naturelles Lycée 13","11","Binta Thiam","Lycée","90","2024-2025"
"3104","28","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","45","2024-2025"
"3105","233","Informatique Primaire 24","2","Yacine Diouf","Primaire","55","2024-2025"
"3106","176","Éducation Physique Lycée 18","4","Alioune Diouf","Lycée","55","2024-2025"
"3107","147","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","45","2024-2025"
"3108","168","Français Primaire 17","3","Modou Mbaye","Primaire","45","2024-2025"
"3109","4","Anglais Technique 1","10","Modou Kane","Technique","90","2024-2025"
"3110","199","Sciences Naturelles Technique 20","11","Binta Thiam","Technique","55","2024-2025"
"3111","15","Histoire-Géographie Technique 2","12","Seynabou Ba","Technique","45","2024-2025"
"3112","162","Français Primaire 17","3","Modou Mbaye","Primaire","55","2024-2025"
"3113","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","45","2024-2025"
"3114","58","Sciences Physiques Collège 6","17","Ndeye Diallo","Collège","90","2024-2025"
"3115","148","Arts Lycée 15","5","Babacar Cisse","Lycée","45","2024-2025"
"3116","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","90","2024-2025"
"3117","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","45","2024-2025"
"3118","160","Sciences Physiques Collège 17","17","Ndeye Diallo","Collège","45","2024-2025"
"3119","159","Histoire-Géographie Collège 16","12","Seynabou Ba","Collège","55","2024-2025"
"3120","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","45","2024-2025"
"3121","75","Éducation Physique Lycée 8","4","Alioune Diouf","Lycée","90","2024-2025"
"3122","163","Arts Lycée 17","5","Babacar Cisse","Lycée","90","2024-2025"
"3123","235","Arts Lycée 24","5","Babacar Cisse","Lycée","55","2024-2025"
"3124","91","Éducation Physique Collège 10","4","Alioune Diouf","Collège","45","2024-2025"
"3125","134","Anglais Lycée 14","10","Modou Kane","Lycée","90","2024-2025"
"3126","11","Français Lycée 2","3","Modou Mbaye","Lycée","55","2024-2025"
"3127","19","Sciences Naturelles Collège 2","11","Binta Thiam","Collège","55","2024-2025"
"3128","79","Arabe Lycée 8","1","Amadou Mbaye","Lycée","45","2024-2025"
"3129","152","Arts Technique 16","5","Babacar Cisse","Technique","90","2024-2025"
"3130","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"3131","143","Arabe Lycée 15","1","Amadou Mbaye","Lycée","55","2024-2025"
"3132","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","55","2024-2025"
"3133","89","Informatique Lycée 9","2","Yacine Diouf","Lycée","90","2024-2025"
"3134","116","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","55","2024-2025"
"3135","124","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","45","2024-2025"
"3136","133","Histoire-Géographie Lycée 14","12","Seynabou Ba","Lycée","55","2024-2025"
"3137","173","Éducation Physique Technique 18","4","Alioune Diouf","Technique","55","2024-2025"
"3138","203","Sciences Naturelles Collège 21","11","Binta Thiam","Collège","55","2024-2025"
"3139","193","Mathématiques Collège 20","8","Aminata Sarr","Collège","45","2024-2025"
"3140","150","Mathématiques Technique 16","8","Aminata Sarr","Technique","55","2024-2025"
"3141","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"3142","164","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","55","2024-2025"
"3143","215","Informatique Lycée 22","2","Yacine Diouf","Lycée","45","2024-2025"
"3144","183","Arts Collège 19","5","Babacar Cisse","Collège","55","2024-2025"
"3145","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","90","2024-2025"
"3146","50","Arabe Collège 6","1","Amadou Mbaye","Collège","55","2024-2025"
"3147","128","Arabe Collège 13","1","Amadou Mbaye","Collège","90","2024-2025"
"3148","127","Mathématiques Collège 13","8","Aminata Sarr","Collège","90","2024-2025"
"3149","69","Sciences Naturelles Collège 7","11","Binta Thiam","Collège","90","2024-2025"
"3150","156","Sciences Naturelles Collège 16","11","Binta Thiam","Collège","55","2024-2025"
"3151","17","Informatique Technique 2","2","Yacine Diouf","Technique","45","2024-2025"
"3152","146","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","45","2024-2025"
"3153","169","Mathématiques Technique 17","8","Aminata Sarr","Technique","90","2024-2025"
"3154","5","Mathématiques Primaire 1","8","Aminata Sarr","Primaire","55","2024-2025"
"3155","34","Arabe Primaire 4","1","Amadou Mbaye","Primaire","55","2024-2025"
"3156","82","Sciences Naturelles Primaire 9","11","Binta Thiam","Primaire","45","2024-2025"
"3157","73","Histoire-Géographie Lycée 8","12","Seynabou Ba","Lycée","90","2024-2025"
"3158","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","55","2024-2025"
"3159","121","Sciences Physiques Technique 13","17","Ndeye Diallo","Technique","90","2024-2025"
"3160","31","Arts Primaire 4","5","Babacar Cisse","Primaire","45","2024-2025"
"3161","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","45","2024-2025"
"3162","8","Sciences Naturelles Collège 1","11","Binta Thiam","Collège","45","2024-2025"
"3163","50","Arabe Collège 6","1","Amadou Mbaye","Collège","90","2024-2025"
"3164","155","Arts Primaire 16","5","Babacar Cisse","Primaire","90","2024-2025"
"3165","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","90","2024-2025"
"3166","89","Informatique Lycée 9","2","Yacine Diouf","Lycée","55","2024-2025"
"3167","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","45","2024-2025"
"3168","50","Arabe Collège 6","1","Amadou Mbaye","Collège","45","2024-2025"
"3169","197","Arts Technique 20","5","Babacar Cisse","Technique","90","2024-2025"
"3170","74","Français Technique 8","3","Modou Mbaye","Technique","45","2024-2025"
"3171","157","Anglais Primaire 16","10","Modou Kane","Primaire","90","2024-2025"
"3172","70","Arts Technique 8","5","Babacar Cisse","Technique","90","2024-2025"
"3173","182","Mathématiques Technique 19","8","Aminata Sarr","Technique","55","2024-2025"
"3174","238","Informatique Primaire 24","2","Yacine Diouf","Primaire","45","2024-2025"
"3175","120","Éducation Physique Primaire 13","4","Alioune Diouf","Primaire","90","2024-2025"
"3176","46","Sciences Physiques Lycée 5","17","Ndeye Diallo","Lycée","55","2024-2025"
"3177","146","Histoire-Géographie Primaire 15","12","Seynabou Ba","Primaire","90","2024-2025"
"3178","113","Arts Lycée 12","5","Babacar Cisse","Lycée","55","2024-2025"
"3179","212","Informatique Technique 22","2","Yacine Diouf","Technique","90","2024-2025"
"3180","94","Éducation Physique Primaire 10","4","Alioune Diouf","Primaire","55","2024-2025"
"3181","51","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","90","2024-2025"
"3182","236","Arts Collège 24","5","Babacar Cisse","Collège","45","2024-2025"
"3183","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","45","2024-2025"
"3184","123","Anglais Primaire 13","10","Modou Kane","Primaire","55","2024-2025"
"3185","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","45","2024-2025"
"3186","240","Anglais Primaire 25","10","Modou Kane","Primaire","90","2024-2025"
"3187","81","Informatique Collège 9","2","Yacine Diouf","Collège","55","2024-2025"
"3188","66","Histoire-Géographie Technique 7","12","Seynabou Ba","Technique","45","2024-2025"
"3189","221","Sciences Physiques Primaire 23","17","Ndeye Diallo","Primaire","90","2024-2025"
"3190","21","Français Technique 3","3","Modou Mbaye","Technique","90","2024-2025"
"3191","64","Mathématiques Lycée 7","8","Aminata Sarr","Lycée","55","2024-2025"
"3192","36","Sciences Physiques Technique 4","17","Ndeye Diallo","Technique","55","2024-2025"
"3193","74","Français Technique 8","3","Modou Mbaye","Technique","90","2024-2025"
"3194","162","Français Primaire 17","3","Modou Mbaye","Primaire","90","2024-2025"
"3195","22","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","45","2024-2025"
"3196","118","Mathématiques Collège 12","8","Aminata Sarr","Collège","45","2024-2025"
"3197","230","Sciences Naturelles Lycée 24","11","Binta Thiam","Lycée","90","2024-2025"
"3198","31","Arts Primaire 4","5","Babacar Cisse","Primaire","45","2024-2025"
"3199","61","Informatique Technique 7","2","Yacine Diouf","Technique","90","2024-2025"
"3200","23","Histoire-Géographie Primaire 3","12","Seynabou Ba","Primaire","90","2024-2025"
"3201","43","Sciences Physiques Collège 5","17","Ndeye Diallo","Collège","45","2024-2025"
"3202","210","Arts Collège 22","5","Babacar Cisse","Collège","55","2024-2025"
"3203","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","90","2024-2025"
"3204","209","Arts Primaire 21","5","Babacar Cisse","Primaire","90","2024-2025"
"3205","185","Sciences Physiques Collège 19","17","Ndeye Diallo","Collège","45","2024-2025"
"3206","117","Arabe Collège 12","1","Amadou Mbaye","Collège","55","2024-2025"
"3207","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","55","2024-2025"
"3208","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","90","2024-2025"
"3209","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","55","2024-2025"
"3210","231","Anglais Collège 24","10","Modou Kane","Collège","45","2024-2025"
"3211","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","90","2024-2025"
"3212","179","Histoire-Géographie Lycée 18","12","Seynabou Ba","Lycée","90","2024-2025"
"3213","212","Informatique Technique 22","2","Yacine Diouf","Technique","90","2024-2025"
"3214","42","Arabe Collège 5","1","Amadou Mbaye","Collège","55","2024-2025"
"3215","118","Mathématiques Collège 12","8","Aminata Sarr","Collège","55","2024-2025"
"3216","208","Informatique Collège 21","2","Yacine Diouf","Collège","90","2024-2025"
"3217","19","Sciences Naturelles Collège 2","11","Binta Thiam","Collège","90","2024-2025"
"3218","211","Arabe Collège 22","1","Amadou Mbaye","Collège","55","2024-2025"
"3219","115","Arts Primaire 12","5","Babacar Cisse","Primaire","90","2024-2025"
"3220","215","Informatique Lycée 22","2","Yacine Diouf","Lycée","45","2024-2025"
"3221","70","Arts Technique 8","5","Babacar Cisse","Technique","45","2024-2025"
"3222","235","Arts Lycée 24","5","Babacar Cisse","Lycée","45","2024-2025"
"3223","184","Arabe Technique 19","1","Amadou Mbaye","Technique","90","2024-2025"
"3224","198","Informatique Lycée 20","2","Yacine Diouf","Lycée","45","2024-2025"
"3225","22","Sciences Physiques Primaire 3","17","Ndeye Diallo","Primaire","90","2024-2025"
"3226","36","Sciences Physiques Technique 4","17","Ndeye Diallo","Technique","45","2024-2025"
"3227","80","Arabe Primaire 9","1","Amadou Mbaye","Primaire","90","2024-2025"
"3228","211","Arabe Collège 22","1","Amadou Mbaye","Collège","45","2024-2025"
"3229","182","Mathématiques Technique 19","8","Aminata Sarr","Technique","45","2024-2025"
"3230","161","Arts Primaire 17","5","Babacar Cisse","Primaire","55","2024-2025"
"3231","73","Histoire-Géographie Lycée 8","12","Seynabou Ba","Lycée","45","2024-2025"
"3232","135","Sciences Naturelles Primaire 14","11","Binta Thiam","Primaire","55","2024-2025"
"3233","240","Anglais Primaire 25","10","Modou Kane","Primaire","55","2024-2025"
"3234","11","Français Lycée 2","3","Modou Mbaye","Lycée","90","2024-2025"
"3235","202","Sciences Physiques Technique 21","17","Ndeye Diallo","Technique","45","2024-2025"
"3236","105","Sciences Naturelles Collège 11","11","Binta Thiam","Collège","55","2024-2025"
"3237","158","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","90","2024-2025"
"3238","37","Informatique Technique 4","2","Yacine Diouf","Technique","90","2024-2025"
"3239","136","Histoire-Géographie Technique 14","12","Seynabou Ba","Technique","55","2024-2025"
"3240","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","45","2024-2025"
"3241","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","90","2024-2025"
"3242","103","Mathématiques Technique 11","8","Aminata Sarr","Technique","55","2024-2025"
"3243","10","Arts Collège 2","5","Babacar Cisse","Collège","90","2024-2025"
"3244","213","Anglais Technique 22","10","Modou Kane","Technique","55","2024-2025"
"3245","8","Sciences Naturelles Collège 1","11","Binta Thiam","Collège","90","2024-2025"
"3246","167","Sciences Physiques Technique 17","17","Ndeye Diallo","Technique","55","2024-2025"
"3247","161","Arts Primaire 17","5","Babacar Cisse","Primaire","45","2024-2025"
"3248","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","90","2024-2025"
"3249","61","Informatique Technique 7","2","Yacine Diouf","Technique","45","2024-2025"
"3250","52","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","90","2024-2025"
"3251","35","Arabe Lycée 4","1","Amadou Mbaye","Lycée","90","2024-2025"
"3252","112","Arts Technique 12","5","Babacar Cisse","Technique","55","2024-2025"
"3253","84","Éducation Physique Collège 9","4","Alioune Diouf","Collège","55","2024-2025"
"3254","188","Histoire-Géographie Lycée 19","12","Seynabou Ba","Lycée","90","2024-2025"
"3255","54","Sciences Physiques Lycée 6","17","Ndeye Diallo","Lycée","45","2024-2025"
"3256","42","Arabe Collège 5","1","Amadou Mbaye","Collège","45","2024-2025"
"3257","132","Sciences Physiques Lycée 14","17","Ndeye Diallo","Lycée","55","2024-2025"
"3258","86","Français Technique 9","3","Modou Mbaye","Technique","55","2024-2025"
"3259","20","Éducation Physique Collège 3","4","Alioune Diouf","Collège","90","2024-2025"
"3260","116","Mathématiques Primaire 12","8","Aminata Sarr","Primaire","55","2024-2025"
"3261","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","45","2024-2025"
"3262","86","Français Technique 9","3","Modou Mbaye","Technique","90","2024-2025"
"3263","14","Informatique Technique 2","2","Yacine Diouf","Technique","90","2024-2025"
"3264","85","Sciences Naturelles Lycée 9","11","Binta Thiam","Lycée","55","2024-2025"
"3265","51","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"3266","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"3267","225","Éducation Physique Primaire 23","4","Alioune Diouf","Primaire","55","2024-2025"
"3268","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","45","2024-2025"
"3269","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","45","2024-2025"
"3270","48","Informatique Collège 5","2","Yacine Diouf","Collège","55","2024-2025"
"3271","239","Mathématiques Lycée 24","8","Aminata Sarr","Lycée","55","2024-2025"
"3272","199","Sciences Naturelles Technique 20","11","Binta Thiam","Technique","45","2024-2025"
"3273","76","Mathématiques Technique 8","8","Aminata Sarr","Technique","90","2024-2025"
"3274","137","Sciences Physiques Primaire 14","17","Ndeye Diallo","Primaire","45","2024-2025"
"3275","137","Sciences Physiques Primaire 14","17","Ndeye Diallo","Primaire","90","2024-2025"
"3276","46","Sciences Physiques Lycée 5","17","Ndeye Diallo","Lycée","90","2024-2025"
"3277","107","Mathématiques Primaire 11","8","Aminata Sarr","Primaire","45","2024-2025"
"3278","11","Français Lycée 2","3","Modou Mbaye","Lycée","55","2024-2025"
"3279","20","Éducation Physique Collège 3","4","Alioune Diouf","Collège","90","2024-2025"
"3280","113","Arts Lycée 12","5","Babacar Cisse","Lycée","55","2024-2025"
"3281","215","Informatique Lycée 22","2","Yacine Diouf","Lycée","90","2024-2025"
"3282","2","Français Collège 1","3","Modou Mbaye","Collège","55","2024-2025"
"3283","196","Français Lycée 20","3","Modou Mbaye","Lycée","55","2024-2025"
"3284","157","Anglais Primaire 16","10","Modou Kane","Primaire","45","2024-2025"
"3285","245","Sciences Physiques Technique 25","17","Ndeye Diallo","Technique","55","2024-2025"
"3286","98","Arabe Primaire 10","1","Amadou Mbaye","Primaire","45","2024-2025"
"3287","194","Arabe Lycée 20","1","Amadou Mbaye","Lycée","90","2024-2025"
"3288","157","Anglais Primaire 16","10","Modou Kane","Primaire","55","2024-2025"
"3289","51","Sciences Naturelles Primaire 6","11","Binta Thiam","Primaire","55","2024-2025"
"3290","173","Éducation Physique Technique 18","4","Alioune Diouf","Technique","90","2024-2025"
"3291","134","Anglais Lycée 14","10","Modou Kane","Lycée","45","2024-2025"
"3292","229","Sciences Naturelles Lycée 23","11","Binta Thiam","Lycée","55","2024-2025"
"3293","65","Sciences Naturelles Technique 7","11","Binta Thiam","Technique","45","2024-2025"
"3294","95","Mathématiques Collège 10","8","Aminata Sarr","Collège","45","2024-2025"
"3295","44","Éducation Physique Technique 5","4","Alioune Diouf","Technique","55","2024-2025"
"3296","235","Arts Lycée 24","5","Babacar Cisse","Lycée","55","2024-2025"
"3297","31","Arts Primaire 4","5","Babacar Cisse","Primaire","55","2024-2025"
"3298","219","Éducation Physique Technique 22","4","Alioune Diouf","Technique","55","2024-2025"
"3299","162","Français Primaire 17","3","Modou Mbaye","Primaire","55","2024-2025"
"3300","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","55","2024-2025"
"3301","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","55","2024-2025"
"3302","1","Sciences Naturelles Lycée 1","11","Binta Thiam","Lycée","45","2024-2025"
"3303","114","Informatique Primaire 12","2","Yacine Diouf","Primaire","45","2024-2025"
"3304","115","Arts Primaire 12","5","Babacar Cisse","Primaire","45","2024-2025"
"3305","124","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","55","2024-2025"
"3306","193","Mathématiques Collège 20","8","Aminata Sarr","Collège","45","2024-2025"
"3307","129","Sciences Physiques Collège 13","17","Ndeye Diallo","Collège","45","2024-2025"
"3308","152","Arts Technique 16","5","Babacar Cisse","Technique","90","2024-2025"
"3309","72","Informatique Collège 8","2","Yacine Diouf","Collège","90","2024-2025"
"3310","73","Histoire-Géographie Lycée 8","12","Seynabou Ba","Lycée","55","2024-2025"
"3311","234","Sciences Naturelles Technique 24","11","Binta Thiam","Technique","45","2024-2025"
"3312","232","Sciences Naturelles Primaire 24","11","Binta Thiam","Primaire","45","2024-2025"
"3313","100","Histoire-Géographie Technique 11","12","Seynabou Ba","Technique","90","2024-2025"
"3314","197","Arts Technique 20","5","Babacar Cisse","Technique","90","2024-2025"
"3315","148","Arts Lycée 15","5","Babacar Cisse","Lycée","55","2024-2025"
"3316","162","Français Primaire 17","3","Modou Mbaye","Primaire","90","2024-2025"
"3317","25","Arts Collège 3","5","Babacar Cisse","Collège","90","2024-2025"
"3318","81","Informatique Collège 9","2","Yacine Diouf","Collège","55","2024-2025"
"3319","244","Arabe Technique 25","1","Amadou Mbaye","Technique","45","2024-2025"
"3320","103","Mathématiques Technique 11","8","Aminata Sarr","Technique","45","2024-2025"
"3321","97","Sciences Naturelles Primaire 10","11","Binta Thiam","Primaire","45","2024-2025"
"3322","113","Arts Lycée 12","5","Babacar Cisse","Lycée","55","2024-2025"
"3323","176","Éducation Physique Lycée 18","4","Alioune Diouf","Lycée","45","2024-2025"
"3324","177","Anglais Primaire 18","10","Modou Kane","Primaire","90","2024-2025"
"3325","56","Informatique Technique 6","2","Yacine Diouf","Technique","55","2024-2025"
"3326","121","Sciences Physiques Technique 13","17","Ndeye Diallo","Technique","90","2024-2025"
"3327","120","Éducation Physique Primaire 13","4","Alioune Diouf","Primaire","45","2024-2025"
"3328","211","Arabe Collège 22","1","Amadou Mbaye","Collège","45","2024-2025"
"3329","240","Anglais Primaire 25","10","Modou Kane","Primaire","90","2024-2025"
"3330","172","Mathématiques Collège 18","8","Aminata Sarr","Collège","45","2024-2025"
"3331","82","Sciences Naturelles Primaire 9","11","Binta Thiam","Primaire","90","2024-2025"
"3332","16","Informatique Lycée 2","2","Yacine Diouf","Lycée","90","2024-2025"
"3333","166","Sciences Naturelles Primaire 17","11","Binta Thiam","Primaire","45","2024-2025"
"3334","163","Arts Lycée 17","5","Babacar Cisse","Lycée","90","2024-2025"
"3335","235","Arts Lycée 24","5","Babacar Cisse","Lycée","90","2024-2025"
"3336","18","Arabe Primaire 2","1","Amadou Mbaye","Primaire","45","2024-2025"
"3337","205","Français Collège 21","3","Modou Mbaye","Collège","45","2024-2025"
"3338","231","Anglais Collège 24","10","Modou Kane","Collège","90","2024-2025"
"3339","205","Français Collège 21","3","Modou Mbaye","Collège","90","2024-2025"
"3340","117","Arabe Collège 12","1","Amadou Mbaye","Collège","90","2024-2025"
"3341","32","Sciences Physiques Primaire 4","17","Ndeye Diallo","Primaire","90","2024-2025"
"3342","153","Sciences Naturelles Lycée 16","11","Binta Thiam","Lycée","90","2024-2025"
"3343","72","Informatique Collège 8","2","Yacine Diouf","Collège","55","2024-2025"
"3344","142","Arts Collège 15","5","Babacar Cisse","Collège","90","2024-2025"
"3345","59","Sciences Physiques Primaire 6","17","Ndeye Diallo","Primaire","45","2024-2025"
"3346","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","90","2024-2025"
"3347","249","Mathématiques Lycée 25","8","Aminata Sarr","Lycée","55","2024-2025"
"3348","90","Arts Primaire 10","5","Babacar Cisse","Primaire","90","2024-2025"
"3349","183","Arts Collège 19","5","Babacar Cisse","Collège","55","2024-2025"
"3350","211","Arabe Collège 22","1","Amadou Mbaye","Collège","55","2024-2025"
"3351","36","Sciences Physiques Technique 4","17","Ndeye Diallo","Technique","55","2024-2025"
"3352","49","Éducation Physique Lycée 5","4","Alioune Diouf","Lycée","90","2024-2025"
"3353","170","Sciences Naturelles Technique 18","11","Binta Thiam","Technique","45","2024-2025"
"3354","141","Éducation Physique Lycée 15","4","Alioune Diouf","Lycée","90","2024-2025"
"3355","80","Arabe Primaire 9","1","Amadou Mbaye","Primaire","55","2024-2025"
"3356","246","Sciences Naturelles Collège 25","11","Binta Thiam","Collège","90","2024-2025"
"3357","71","Anglais Collège 8","10","Modou Kane","Collège","45","2024-2025"
"3358","38","Informatique Primaire 4","2","Yacine Diouf","Primaire","55","2024-2025"
