id,nom,prenom,nom_complet,date_naissance,sexe,redouble,adresse,etablissement_id,etablissement_nom
"7725","Diop","Dieynaba","Dieynaba Diop","2017-05-03","F","Non","185 Rue de l'Indépendance, Kaolack","86","Institut Cheikh Anta Diop"
"7726","Ba","Mariam","Mariam Ba","2007-03-03","F","Non","38 Rue de l'Indépendance, Sédhiou","33","Collège Maba Diakhou Ba"
"7727","Ndour","Dieynaba","Dieynaba Ndour","2012-08-17","F","Non","174 Rue Léopold Sédar Senghor, Tambacounda","14","École Blaise Diagne"
"7728","Ly","Yacine","Yacine Ly","2006-04-10","F","Non","180 Boulevard de l'Indépendance, Ziguinchor","5","Collège Blaise Diagne"
"7729","Ba","Dieynaba","Dieynaba Ba","2004-03-14","F","Non","198 Avenue de la République, Fatick","51","Institut Mariama Ba"
"7730","Ndour","Pape","Pape Ndour","2007-09-02","M","Non","115 Rue de l'Indépendance, Sédhiou","26","Lycée Blaise Diagne"
"7731","Ly","Astou","Astou Ly","2014-02-22","F","Non","133 Boulevard de l'Indépendance, Dakar","69","Collège Léopold Sédar Senghor"
"7732","Seck","Alioune","Alioune Seck","2014-08-24","M","Non","184 Rue des Almadies, Dakar","69","Collège Léopold Sédar Senghor"
"7733","Diagne","Rokhaya","Rokhaya Diagne","2012-07-16","F","Non","173 Boulevard Corniche, Sédhiou","19","École Blaise Diagne"
"7734","Faye","Moussa","Moussa Faye","2012-06-23","M","Non","46 Rue de la République, Fatick","61","Lycée Léopold Sédar Senghor"
"7735","Wade","Amadou","Amadou Wade","2014-09-10","M","Non","125 Avenue Corniche, Thiès","64","École Léopold Sédar Senghor"
"7736","Diagne","Ousmane","Ousmane Diagne","2016-05-09","M","Oui","107 Avenue Blaise Diagne, Tambacounda","37","Lycée Maba Diakhou Ba"
"7737","Ndiaye","Alioune","Alioune Ndiaye","2012-12-19","M","Oui","19 Rue Blaise Diagne, Fatick","51","Institut Mariama Ba"
"7738","Ndiaye","Pape","Pape Ndiaye","2017-12-22","M","Non","26 Rue Léopold Sédar Senghor, Diourbel","73","Lycée Aline Sitoe Diatta"
"7739","Diop","Cheikh","Cheikh Diop","2006-02-28","M","Non","127 Avenue Blaise Diagne, Matam","85","Lycée Lat Dior"
"7740","Mbaye","Dieynaba","Dieynaba Mbaye","2008-06-07","F","Non","38 Rue des Almadies, Tambacounda","32","Lycée Aline Sitoe Diatta"
"7741","Ly","Mamadou","Mamadou Ly","2017-09-26","M","Non","181 Rue Corniche, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"7742","Ndour","Dieynaba","Dieynaba Ndour","2009-05-05","F","Non","182 Rue Léopold Sédar Senghor, Kaolack","45","Collège Cheikh Anta Diop"
"7743","Sarr","Amadou","Amadou Sarr","2014-11-01","M","Non","152 Boulevard des Almadies, Thiès","58","Lycée El Hadji Omar Tall"
"7744","Diouf","Cheikh","Cheikh Diouf","2005-11-09","M","Non","154 Avenue Blaise Diagne, Thiès","35","École Léopold Sédar Senghor"
"7745","Ly","Ndeye","Ndeye Ly","2006-07-05","F","Non","98 Avenue Corniche, Kaolack","75","École El Hadji Omar Tall"
"7746","Diallo","Demba","Demba Diallo","2003-09-20","M","Oui","157 Avenue Léopold Sédar Senghor, Saint-Louis","83","Lycée Cheikh Anta Diop"
"7747","Tall","Coumba","Coumba Tall","2008-02-11","F","Non","18 Boulevard des Almadies, Saint-Louis","76","Lycée Blaise Diagne"
"7748","Diallo","Modou","Modou Diallo","2014-12-19","M","Oui","74 Boulevard des Almadies, Sédhiou","33","Collège Maba Diakhou Ba"
"7749","Thiam","Yacine","Yacine Thiam","2014-10-28","F","Non","21 Rue Blaise Diagne, Kaffrine","67","Collège Blaise Diagne"
"7750","Ba","Assane","Assane Ba","2006-12-23","M","Non","42 Avenue des Almadies, Thiès","79","Collège Lat Dior"
"7751","Mbaye","Abdou","Abdou Mbaye","2008-02-17","M","Non","83 Avenue Corniche, Kédougou","4","École Aline Sitoe Diatta"
"7752","Gueye","Rama","Rama Gueye","2010-07-19","F","Non","19 Boulevard de l'Indépendance, Kaolack","41","Collège Maba Diakhou Ba"
"7753","Fall","Samba","Samba Fall","2013-06-27","M","Non","128 Avenue des Almadies, Kaolack","78","École Blaise Diagne"
"7754","Diagne","Demba","Demba Diagne","2010-08-15","M","Non","118 Avenue de la République, Thiès","23","École Cheikh Anta Diop"
"7755","Ba","Assane","Assane Ba","2015-06-07","M","Oui","190 Boulevard de l'Indépendance, Thiès","46","Collège El Hadji Omar Tall"
"7756","Diouf","Assane","Assane Diouf","2010-12-26","M","Non","154 Boulevard Corniche, Louga","28","Lycée Aline Sitoe Diatta"
"7757","Thiam","Cheikh","Cheikh Thiam","2003-06-15","M","Non","165 Avenue Blaise Diagne, Tambacounda","37","Lycée Maba Diakhou Ba"
"7758","Gueye","Rokhaya","Rokhaya Gueye","2008-12-17","F","Non","46 Rue Léopold Sédar Senghor, Kaolack","94","École Mariama Ba"
"7759","Diallo","Samba","Samba Diallo","2014-10-03","M","Oui","32 Boulevard Corniche, Kaolack","94","École Mariama Ba"
"7760","Thiam","Mamadou","Mamadou Thiam","2013-11-27","M","Non","183 Avenue Léopold Sédar Senghor, Kaolack","43","Lycée El Hadji Omar Tall"
"7761","Mbaye","Awa","Awa Mbaye","2013-03-23","F","Non","171 Boulevard Léopold Sédar Senghor, Kaffrine","56","École Maba Diakhou Ba"
"7762","Tall","Maimouna","Maimouna Tall","2007-11-16","F","Non","174 Avenue des Almadies, Tambacounda","39","Lycée Blaise Diagne"
"7763","Ndour","Fatou","Fatou Ndour","2010-12-26","F","Non","84 Avenue des Almadies, Sédhiou","33","Collège Maba Diakhou Ba"
"7764","Diouf","Mamadou","Mamadou Diouf","2010-03-17","M","Non","155 Avenue Corniche, Thiès","79","Collège Lat Dior"
"7765","Sow","Mamadou","Mamadou Sow","2003-03-26","M","Non","103 Avenue Corniche, Kaolack","43","Lycée El Hadji Omar Tall"
"7766","Ba","Ibrahima","Ibrahima Ba","2009-12-12","M","Non","48 Rue de la République, Thiès","23","École Cheikh Anta Diop"
"7767","Ndour","Dieynaba","Dieynaba Ndour","2015-07-19","F","Non","164 Avenue Léopold Sédar Senghor, Matam","95","Institut Lat Dior"
"7768","Wade","Aminata","Aminata Wade","2006-09-06","F","Non","16 Rue de la République, Kaolack","45","Collège Cheikh Anta Diop"
"7769","Diagne","Seynabou","Seynabou Diagne","2005-12-12","F","Oui","55 Avenue de la République, Matam","95","Institut Lat Dior"
"7770","Mbaye","Mariam","Mariam Mbaye","2013-05-10","F","Non","92 Rue Léopold Sédar Senghor, Kédougou","74","Lycée Blaise Diagne"
"7771","Gueye","Ndeye","Ndeye Gueye","2009-09-14","F","Oui","120 Rue Blaise Diagne, Louga","6","Lycée Cheikh Anta Diop"
"7772","Ly","Ousmane","Ousmane Ly","2007-03-05","M","Non","119 Rue de l'Indépendance, Ziguinchor","84","Collège Maba Diakhou Ba"
"7773","Ly","Alioune","Alioune Ly","2004-11-08","M","Non","90 Avenue Corniche, Dakar","82","Lycée Lat Dior"
"7774","Seck","Khady","Khady Seck","2009-06-18","F","Non","181 Rue Léopold Sédar Senghor, Matam","3","Institut Lat Dior"
"7775","Kane","Binta","Binta Kane","2013-10-04","F","Non","24 Avenue Blaise Diagne, Kédougou","40","École Mariama Ba"
"7776","Faye","Aminata","Aminata Faye","2014-12-05","F","Non","12 Boulevard Corniche, Fatick","20","Collège Mariama Ba"
"7777","Diop","Rama","Rama Diop","2011-07-21","F","Oui","36 Rue des Almadies, Fatick","49","Institut Maba Diakhou Ba"
"7778","Diallo","Pape","Pape Diallo","2005-01-06","M","Non","81 Rue Corniche, Fatick","20","Collège Mariama Ba"
"7779","Diouf","Alioune","Alioune Diouf","2012-12-09","M","Non","33 Avenue Blaise Diagne, Kaolack","41","Collège Maba Diakhou Ba"
"7780","Diop","Baba","Baba Diop","2015-02-17","M","Non","6 Avenue de l'Indépendance, Kédougou","52","École Cheikh Anta Diop"
"7781","Seck","Khady","Khady Seck","2014-12-26","F","Non","49 Avenue Blaise Diagne, Tambacounda","32","Lycée Aline Sitoe Diatta"
"7782","Ndour","Modou","Modou Ndour","2006-07-16","M","Oui","116 Avenue Léopold Sédar Senghor, Kaolack","21","Lycée Aline Sitoe Diatta"
"7783","Fall","Baba","Baba Fall","2010-05-18","M","Non","34 Avenue de la République, Kolda","77","École Blaise Diagne"
"7784","Diop","Modou","Modou Diop","2006-01-19","M","Non","150 Avenue de la République, Matam","3","Institut Lat Dior"
"7785","Tall","Ndeye","Ndeye Tall","2004-10-25","F","Non","165 Boulevard des Almadies, Louga","28","Lycée Aline Sitoe Diatta"
"7786","Kane","Rama","Rama Kane","2009-11-21","F","Non","96 Avenue Léopold Sédar Senghor, Kolda","9","École Maba Diakhou Ba"
"7787","Gueye","Modou","Modou Gueye","2007-05-26","M","Non","1 Avenue Léopold Sédar Senghor, Sédhiou","26","Lycée Blaise Diagne"
"7788","Fall","Ousmane","Ousmane Fall","2010-05-21","M","Non","20 Boulevard de la République, Louga","50","Collège Mariama Ba"
"7789","Diouf","Amadou","Amadou Diouf","2009-02-11","M","Non","143 Rue Léopold Sédar Senghor, Thiès","48","Lycée Cheikh Anta Diop"
"7790","Ndour","Binta","Binta Ndour","2005-03-09","F","Non","45 Avenue de la République, Kaolack","21","Lycée Aline Sitoe Diatta"
"7791","Thiam","Ousmane","Ousmane Thiam","2012-05-12","M","Non","148 Rue de l'Indépendance, Louga","98","Collège Lat Dior"
"7792","Faye","Coumba","Coumba Faye","2008-06-12","F","Non","153 Boulevard de la République, Ziguinchor","13","Lycée Mariama Ba"
"7793","Diop","Awa","Awa Diop","2005-08-17","F","Non","139 Boulevard Corniche, Diourbel","38","Institut Cheikh Anta Diop"
"7794","Ly","Khady","Khady Ly","2009-04-12","F","Non","28 Boulevard de la République, Fatick","20","Collège Mariama Ba"
"7795","Thiam","Modou","Modou Thiam","2005-12-24","M","Non","173 Avenue Corniche, Saint-Louis","66","Collège Mariama Ba"
"7796","Thiam","Astou","Astou Thiam","2014-05-11","F","Non","4 Avenue Léopold Sédar Senghor, Fatick","62","École Maba Diakhou Ba"
"7797","Mbaye","Amadou","Amadou Mbaye","2015-03-08","M","Non","89 Rue des Almadies, Louga","98","Collège Lat Dior"
"7798","Gueye","Abdou","Abdou Gueye","2015-06-07","M","Non","185 Avenue Blaise Diagne, Kaffrine","24","Lycée Cheikh Anta Diop"
"7799","Ba","Baba","Baba Ba","2013-05-20","M","Non","144 Rue de l'Indépendance, Dakar","15","Institut Maba Diakhou Ba"
"7800","Diouf","Samba","Samba Diouf","2009-05-23","M","Non","50 Rue Blaise Diagne, Tambacounda","72","École Aline Sitoe Diatta"
"7801","Ndour","Babacar","Babacar Ndour","2004-05-23","M","Oui","64 Rue de l'Indépendance, Tambacounda","72","École Aline Sitoe Diatta"
"7802","Wade","Babacar","Babacar Wade","2008-07-20","M","Oui","68 Avenue de la République, Kédougou","68","Institut El Hadji Omar Tall"
"7803","Sow","Alioune","Alioune Sow","2017-04-01","M","Non","19 Avenue des Almadies, Louga","6","Lycée Cheikh Anta Diop"
"7804","Diallo","Baba","Baba Diallo","2004-03-21","M","Non","192 Rue Corniche, Kaolack","41","Collège Maba Diakhou Ba"
"7805","Diallo","Baba","Baba Diallo","2005-12-03","M","Non","93 Rue des Almadies, Louga","81","École Léopold Sédar Senghor"
"7806","Diallo","Modou","Modou Diallo","2016-06-07","M","Non","88 Avenue Léopold Sédar Senghor, Ziguinchor","13","Lycée Mariama Ba"
"7807","Ba","Demba","Demba Ba","2014-03-11","M","Non","118 Rue Léopold Sédar Senghor, Tambacounda","39","Lycée Blaise Diagne"
"7808","Ly","Baba","Baba Ly","2005-10-23","M","Non","60 Rue de l'Indépendance, Fatick","30","Lycée El Hadji Omar Tall"
"7809","Ly","Maimouna","Maimouna Ly","2006-03-02","F","Oui","36 Avenue Léopold Sédar Senghor, Kédougou","74","Lycée Blaise Diagne"
"7810","Fall","Rama","Rama Fall","2007-11-12","F","Non","189 Avenue de l'Indépendance, Kédougou","18","Institut Aline Sitoe Diatta"
"7811","Mbaye","Pape","Pape Mbaye","2008-01-17","M","Oui","194 Rue de l'Indépendance, Sédhiou","26","Lycée Blaise Diagne"
"7812","Diagne","Astou","Astou Diagne","2004-09-25","F","Non","153 Boulevard Corniche, Fatick","22","École El Hadji Omar Tall"
"7813","Wade","Maimouna","Maimouna Wade","2006-08-27","F","Non","84 Boulevard Corniche, Fatick","30","Lycée El Hadji Omar Tall"
"7814","Ly","Amadou","Amadou Ly","2006-07-05","M","Non","4 Boulevard de l'Indépendance, Saint-Louis","10","École Léopold Sédar Senghor"
"7815","Ndour","Ousmane","Ousmane Ndour","2016-07-21","M","Non","199 Avenue des Almadies, Thiès","23","École Cheikh Anta Diop"
"7816","Ly","Ndeye","Ndeye Ly","2014-08-20","F","Oui","31 Avenue de la République, Dakar","69","Collège Léopold Sédar Senghor"
"7817","Tall","Aminata","Aminata Tall","2011-03-01","F","Non","15 Boulevard Blaise Diagne, Ziguinchor","80","Lycée Blaise Diagne"
"7818","Kane","Modou","Modou Kane","2017-02-27","M","Non","11 Rue Léopold Sédar Senghor, Kaolack","11","Lycée El Hadji Omar Tall"
"7819","Kane","Modou","Modou Kane","2017-02-25","M","Non","35 Boulevard de la République, Dakar","97","Institut Mariama Ba"
"7820","Wade","Demba","Demba Wade","2008-04-19","M","Oui","33 Rue Blaise Diagne, Kaolack","43","Lycée El Hadji Omar Tall"
"7821","Seck","Ibrahima","Ibrahima Seck","2003-09-10","M","Non","9 Rue des Almadies, Kaolack","7","Institut Mariama Ba"
"7822","Ndiaye","Demba","Demba Ndiaye","2003-11-11","M","Non","15 Avenue des Almadies, Tambacounda","14","École Blaise Diagne"
"7823","Wade","Astou","Astou Wade","2017-12-22","F","Non","153 Boulevard Blaise Diagne, Dakar","69","Collège Léopold Sédar Senghor"
"7824","Sow","Samba","Samba Sow","2006-06-17","M","Oui","166 Boulevard de l'Indépendance, Kédougou","40","École Mariama Ba"
"7825","Diagne","Coumba","Coumba Diagne","2008-08-17","F","Oui","129 Boulevard Léopold Sédar Senghor, Kolda","77","École Blaise Diagne"
"7826","Cisse","Rokhaya","Rokhaya Cisse","2014-06-25","F","Non","120 Rue Blaise Diagne, Sédhiou","1","Collège Cheikh Anta Diop"
"7827","Mbaye","Astou","Astou Mbaye","2015-07-23","F","Non","58 Rue de la République, Diourbel","55","Institut Aline Sitoe Diatta"
"7828","Cisse","Ousmane","Ousmane Cisse","2014-03-07","M","Non","1 Avenue des Almadies, Fatick","20","Collège Mariama Ba"
"7829","Thiam","Mamadou","Mamadou Thiam","2003-07-22","M","Non","68 Boulevard Blaise Diagne, Kaffrine","2","Lycée Cheikh Anta Diop"
"7830","Kane","Moussa","Moussa Kane","2014-06-01","M","Non","133 Boulevard Blaise Diagne, Dakar","82","Lycée Lat Dior"
"7831","Ndiaye","Demba","Demba Ndiaye","2013-04-15","M","Non","102 Rue de la République, Matam","3","Institut Lat Dior"
"7832","Gueye","Modou","Modou Gueye","2017-02-15","M","Non","27 Rue de l'Indépendance, Thiès","58","Lycée El Hadji Omar Tall"
"7833","Diouf","Alioune","Alioune Diouf","2009-01-07","M","Non","188 Avenue Léopold Sédar Senghor, Kaolack","41","Collège Maba Diakhou Ba"
"7834","Seck","Rokhaya","Rokhaya Seck","2017-09-06","F","Non","174 Boulevard de la République, Kaffrine","24","Lycée Cheikh Anta Diop"
"7835","Diop","Rama","Rama Diop","2015-05-04","F","Non","130 Boulevard Léopold Sédar Senghor, Saint-Louis","83","Lycée Cheikh Anta Diop"
"7836","Ndiaye","Modou","Modou Ndiaye","2011-09-25","M","Non","148 Avenue Blaise Diagne, Kaolack","7","Institut Mariama Ba"
"7837","Diop","Mamadou","Mamadou Diop","2010-04-24","M","Oui","187 Boulevard de l'Indépendance, Kaolack","45","Collège Cheikh Anta Diop"
"7838","Kane","Rokhaya","Rokhaya Kane","2003-06-04","F","Non","80 Avenue Léopold Sédar Senghor, Diourbel","55","Institut Aline Sitoe Diatta"
"7839","Mbaye","Samba","Samba Mbaye","2017-07-05","M","Non","63 Boulevard de l'Indépendance, Matam","3","Institut Lat Dior"
"7840","Ndour","Ibrahima","Ibrahima Ndour","2003-02-10","M","Non","199 Rue de la République, Kaolack","71","Lycée Léopold Sédar Senghor"
"7841","Ndiaye","Aminata","Aminata Ndiaye","2008-06-16","F","Non","101 Avenue des Almadies, Dakar","97","Institut Mariama Ba"
"7842","Ly","Moussa","Moussa Ly","2017-09-02","M","Non","85 Boulevard Léopold Sédar Senghor, Kédougou","68","Institut El Hadji Omar Tall"
"7843","Diagne","Samba","Samba Diagne","2016-03-22","M","Oui","168 Boulevard de l'Indépendance, Tambacounda","72","École Aline Sitoe Diatta"
"7844","Sow","Fatou","Fatou Sow","2004-09-04","F","Non","195 Rue de la République, Dakar","82","Lycée Lat Dior"
"7845","Ndiaye","Astou","Astou Ndiaye","2005-09-26","F","Non","101 Boulevard Léopold Sédar Senghor, Tambacounda","32","Lycée Aline Sitoe Diatta"
"7846","Gueye","Amadou","Amadou Gueye","2007-04-05","M","Non","77 Boulevard des Almadies, Fatick","62","École Maba Diakhou Ba"
"7847","Gueye","Ibrahima","Ibrahima Gueye","2016-07-18","M","Oui","39 Rue Blaise Diagne, Louga","28","Lycée Aline Sitoe Diatta"
"7848","Thiam","Samba","Samba Thiam","2004-03-11","M","Non","163 Avenue de l'Indépendance, Kédougou","74","Lycée Blaise Diagne"
"7849","Sow","Alioune","Alioune Sow","2014-02-02","M","Non","178 Rue des Almadies, Tambacounda","39","Lycée Blaise Diagne"
"7850","Kane","Mariam","Mariam Kane","2017-08-10","F","Non","170 Boulevard Corniche, Kaolack","7","Institut Mariama Ba"
"7851","Ndiaye","Pape","Pape Ndiaye","2009-07-19","M","Non","169 Avenue Léopold Sédar Senghor, Kaffrine","24","Lycée Cheikh Anta Diop"
"7852","Ly","Maimouna","Maimouna Ly","2009-12-19","F","Non","97 Avenue Corniche, Tambacounda","72","École Aline Sitoe Diatta"
"7853","Diallo","Rokhaya","Rokhaya Diallo","2017-07-12","F","Oui","65 Rue des Almadies, Kaffrine","2","Lycée Cheikh Anta Diop"
"7854","Thiam","Maimouna","Maimouna Thiam","2009-07-14","F","Non","172 Rue des Almadies, Louga","6","Lycée Cheikh Anta Diop"
"7855","Sow","Binta","Binta Sow","2016-02-11","F","Non","165 Rue des Almadies, Kaffrine","34","Collège Léopold Sédar Senghor"
"7856","Ba","Dieynaba","Dieynaba Ba","2014-02-16","F","Non","167 Rue de la République, Kolda","25","Collège Blaise Diagne"
"7857","Cisse","Rokhaya","Rokhaya Cisse","2013-05-21","F","Oui","8 Rue de la République, Thiès","48","Lycée Cheikh Anta Diop"
"7858","Tall","Rama","Rama Tall","2011-10-24","F","Non","59 Boulevard Blaise Diagne, Dakar","91","Lycée Lat Dior"
"7859","Ndour","Ousmane","Ousmane Ndour","2011-09-23","M","Non","179 Rue Blaise Diagne, Thiès","58","Lycée El Hadji Omar Tall"
"7860","Ndour","Modou","Modou Ndour","2008-05-13","M","Non","148 Avenue Corniche, Kédougou","40","École Mariama Ba"
"7861","Ndiaye","Abdou","Abdou Ndiaye","2014-05-25","M","Non","131 Boulevard Corniche, Saint-Louis","27","Collège Blaise Diagne"
"7862","Thiam","Samba","Samba Thiam","2011-09-05","M","Non","148 Avenue Blaise Diagne, Saint-Louis","76","Lycée Blaise Diagne"
"7863","Cisse","Cheikh","Cheikh Cisse","2016-10-21","M","Non","48 Rue Corniche, Fatick","51","Institut Mariama Ba"
"7864","Fall","Seynabou","Seynabou Fall","2009-08-20","F","Non","118 Avenue Léopold Sédar Senghor, Kaolack","11","Lycée El Hadji Omar Tall"
"7865","Cisse","Awa","Awa Cisse","2016-08-17","F","Non","147 Rue des Almadies, Ziguinchor","84","Collège Maba Diakhou Ba"
"7866","Faye","Ndeye","Ndeye Faye","2005-03-12","F","Non","174 Avenue Blaise Diagne, Saint-Louis","10","École Léopold Sédar Senghor"
"7867","Seck","Khady","Khady Seck","2013-05-13","F","Non","51 Boulevard Léopold Sédar Senghor, Thiès","36","École Cheikh Anta Diop"
"7868","Thiam","Mariam","Mariam Thiam","2004-09-02","F","Oui","84 Avenue des Almadies, Kédougou","40","École Mariama Ba"
"7869","Fall","Dieynaba","Dieynaba Fall","2009-11-25","F","Oui","196 Rue des Almadies, Kolda","9","École Maba Diakhou Ba"
"7870","Diallo","Moussa","Moussa Diallo","2012-11-20","M","Non","5 Rue Corniche, Matam","85","Lycée Lat Dior"
"7871","Cisse","Baba","Baba Cisse","2007-01-28","M","Oui","41 Avenue de l'Indépendance, Ziguinchor","65","Institut Maba Diakhou Ba"
"7872","Cisse","Samba","Samba Cisse","2014-01-09","M","Non","18 Avenue de l'Indépendance, Saint-Louis","66","Collège Mariama Ba"
"7873","Ndiaye","Baba","Baba Ndiaye","2012-01-12","M","Non","24 Boulevard Léopold Sédar Senghor, Diourbel","99","Institut Mariama Ba"
"7874","Ly","Ibrahima","Ibrahima Ly","2003-11-25","M","Non","101 Boulevard de l'Indépendance, Tambacounda","37","Lycée Maba Diakhou Ba"
"7875","Ba","Baba","Baba Ba","2010-03-23","M","Oui","176 Rue de l'Indépendance, Kédougou","74","Lycée Blaise Diagne"
"7876","Ly","Astou","Astou Ly","2006-09-24","F","Non","154 Boulevard Léopold Sédar Senghor, Diourbel","8","École El Hadji Omar Tall"
"7877","Cisse","Mamadou","Mamadou Cisse","2012-10-12","M","Non","128 Boulevard de l'Indépendance, Sédhiou","59","École Cheikh Anta Diop"
"7878","Mbaye","Babacar","Babacar Mbaye","2006-05-01","M","Non","36 Rue Corniche, Diourbel","44","Institut Léopold Sédar Senghor"
"7879","Diouf","Alioune","Alioune Diouf","2013-07-09","M","Non","63 Avenue Léopold Sédar Senghor, Kaffrine","56","École Maba Diakhou Ba"
"7880","Diouf","Pape","Pape Diouf","2003-09-24","M","Non","199 Avenue Blaise Diagne, Diourbel","89","Lycée Blaise Diagne"
"7881","Seck","Awa","Awa Seck","2016-10-24","F","Non","110 Avenue Blaise Diagne, Kédougou","31","Institut Mariama Ba"
"7882","Ndour","Seynabou","Seynabou Ndour","2006-11-28","F","Non","178 Avenue des Almadies, Thiès","64","École Léopold Sédar Senghor"
"7883","Tall","Ibrahima","Ibrahima Tall","2010-10-19","M","Non","51 Boulevard de la République, Kolda","25","Collège Blaise Diagne"
"7884","Sow","Babacar","Babacar Sow","2016-02-21","M","Non","151 Avenue de la République, Tambacounda","32","Lycée Aline Sitoe Diatta"
"7885","Wade","Ibrahima","Ibrahima Wade","2016-11-11","M","Non","122 Rue de la République, Sédhiou","26","Lycée Blaise Diagne"
"7886","Sow","Seynabou","Seynabou Sow","2009-02-06","F","Non","87 Rue Blaise Diagne, Ziguinchor","13","Lycée Mariama Ba"
"7887","Diouf","Awa","Awa Diouf","2008-12-22","F","Non","107 Rue des Almadies, Saint-Louis","63","Lycée Aline Sitoe Diatta"
"7888","Gueye","Baba","Baba Gueye","2007-08-03","M","Non","122 Avenue des Almadies, Ziguinchor","13","Lycée Mariama Ba"
"7889","Ba","Moussa","Moussa Ba","2016-04-12","M","Non","4 Boulevard de la République, Sédhiou","1","Collège Cheikh Anta Diop"
"7890","Wade","Coumba","Coumba Wade","2013-11-26","F","Non","152 Avenue Blaise Diagne, Matam","96","École Aline Sitoe Diatta"
"7891","Thiam","Demba","Demba Thiam","2010-11-01","M","Non","112 Rue de la République, Kolda","29","École Maba Diakhou Ba"
"7892","Diouf","Binta","Binta Diouf","2008-07-16","F","Non","148 Boulevard Blaise Diagne, Diourbel","16","Lycée El Hadji Omar Tall"
"7893","Thiam","Demba","Demba Thiam","2013-03-24","M","Non","126 Avenue Léopold Sédar Senghor, Dakar","91","Lycée Lat Dior"
"7894","Ba","Ousmane","Ousmane Ba","2009-10-28","M","Non","147 Rue des Almadies, Sédhiou","59","École Cheikh Anta Diop"
"7895","Diop","Seynabou","Seynabou Diop","2015-12-16","F","Non","146 Rue Léopold Sédar Senghor, Diourbel","17","École Léopold Sédar Senghor"
"7896","Sow","Amadou","Amadou Sow","2008-10-19","M","Non","148 Rue de la République, Ziguinchor","70","Collège Lat Dior"
"7897","Tall","Dieynaba","Dieynaba Tall","2010-11-06","F","Non","172 Boulevard de la République, Diourbel","8","École El Hadji Omar Tall"
"7898","Ndiaye","Binta","Binta Ndiaye","2004-11-21","F","Non","66 Boulevard des Almadies, Louga","28","Lycée Aline Sitoe Diatta"
"7899","Wade","Awa","Awa Wade","2014-09-07","F","Oui","83 Rue Léopold Sédar Senghor, Kaffrine","87","École Blaise Diagne"
"7900","Gueye","Rokhaya","Rokhaya Gueye","2009-11-13","F","Oui","150 Avenue Corniche, Saint-Louis","10","École Léopold Sédar Senghor"
"7901","Gueye","Astou","Astou Gueye","2008-11-02","F","Non","85 Boulevard de la République, Louga","98","Collège Lat Dior"
"7902","Diouf","Babacar","Babacar Diouf","2005-01-09","M","Non","97 Boulevard Corniche, Thiès","64","École Léopold Sédar Senghor"
"7903","Ba","Mamadou","Mamadou Ba","2009-01-24","M","Non","87 Avenue Corniche, Saint-Louis","83","Lycée Cheikh Anta Diop"
"7904","Diagne","Samba","Samba Diagne","2012-08-28","M","Non","43 Avenue Corniche, Kaolack","94","École Mariama Ba"
"7905","Diagne","Amadou","Amadou Diagne","2010-11-28","M","Oui","110 Avenue Léopold Sédar Senghor, Kolda","77","École Blaise Diagne"
"7906","Diop","Rokhaya","Rokhaya Diop","2013-03-02","F","Non","169 Boulevard Léopold Sédar Senghor, Saint-Louis","76","Lycée Blaise Diagne"
"7907","Mbaye","Assane","Assane Mbaye","2007-06-18","M","Non","182 Avenue de l'Indépendance, Thiès","35","École Léopold Sédar Senghor"
"7908","Sarr","Awa","Awa Sarr","2013-05-08","F","Non","113 Avenue Corniche, Tambacounda","37","Lycée Maba Diakhou Ba"
"7909","Diallo","Mariam","Mariam Diallo","2010-03-22","F","Non","137 Avenue Léopold Sédar Senghor, Diourbel","17","École Léopold Sédar Senghor"
"7910","Ba","Khady","Khady Ba","2015-06-05","F","Non","77 Rue Blaise Diagne, Kédougou","68","Institut El Hadji Omar Tall"
"7911","Mbaye","Pape","Pape Mbaye","2008-12-16","M","Non","83 Boulevard Léopold Sédar Senghor, Kédougou","31","Institut Mariama Ba"
"7912","Mbaye","Seynabou","Seynabou Mbaye","2005-02-24","F","Non","90 Boulevard de la République, Kaffrine","60","École Aline Sitoe Diatta"
"7913","Diagne","Mamadou","Mamadou Diagne","2014-11-20","M","Non","77 Rue Corniche, Kaolack","78","École Blaise Diagne"
"7914","Ndour","Dieynaba","Dieynaba Ndour","2010-12-16","F","Oui","199 Avenue Corniche, Saint-Louis","66","Collège Mariama Ba"
"7915","Wade","Cheikh","Cheikh Wade","2012-07-19","M","Non","172 Boulevard de la République, Kaffrine","60","École Aline Sitoe Diatta"
"7916","Ly","Cheikh","Cheikh Ly","2008-06-06","M","Non","182 Boulevard des Almadies, Kaolack","71","Lycée Léopold Sédar Senghor"
"7917","Thiam","Mamadou","Mamadou Thiam","2014-04-03","M","Oui","89 Avenue de l'Indépendance, Thiès","64","École Léopold Sédar Senghor"
"7918","Mbaye","Moussa","Moussa Mbaye","2011-05-13","M","Non","176 Boulevard de l'Indépendance, Thiès","64","École Léopold Sédar Senghor"
"7919","Gueye","Assane","Assane Gueye","2011-07-22","M","Non","175 Boulevard de l'Indépendance, Kolda","9","École Maba Diakhou Ba"
"7920","Wade","Amadou","Amadou Wade","2015-02-15","M","Oui","120 Avenue des Almadies, Thiès","54","Lycée Léopold Sédar Senghor"
