id,nom,prenom,nom_complet,domaine,email,sexe,etablissement_id,etablissement_nom
"1143","Faye","Dieynaba","Dieynaba Faye","Sciences Physiques","dieynaba.faye@collègemariamaba.sn","F","66","Collège Mariama Ba"
"1144","Seck","Alioune","Alioune Seck","Histoire-Géographie","alioune.seck@écoleblaisediagne.sn","M","19","École Blaise Diagne"
"1145","Kane","Pape","Pape Kane","Sciences Physiques","pape.kane@écoleléopoldsédarsenghor.sn","M","12","École Léopold Sédar Senghor"
"1146","Ly","Abdou","Abdou Ly","Sciences Physiques","abdou.ly@institutlatdior.sn","M","95","Institut Lat Dior"
"1147","Mbaye","Demba","Demba Mbaye","Arts","demba.mbaye@collègelatdior.sn","M","90","Collège Lat Dior"
"1148","Sarr","Moussa","Moussa Sarr","Sciences Naturelles","moussa.sarr@lycéemabadiakhouba.sn","M","37","Lycée Maba Diakhou Ba"
"1149","Kane","Modou","Modou Kane","Français","modou.kane@institutléopoldsédarsenghor.sn","M","88","Institut Léopold Sédar Senghor"
"1150","Ba","Astou","Astou Ba","Mathématiques","astou.ba@lycéeléopoldsédarsenghor.sn","F","61","Lycée Léopold Sédar Senghor"
"1151","Diagne","Maimouna","Maimouna Diagne","Arts","maimouna.diagne@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"1152","Ndour","Maimouna","Maimouna Ndour","Français","maimouna.ndour@écoleelhadjiomartall.sn","F","8","École El Hadji Omar Tall"
"1153","Gueye","Fatou","Fatou Gueye","Sciences Naturelles","fatou.gueye@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1154","Ba","Baba","Baba Ba","Éducation Physique","baba.ba@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1155","Tall","Mamadou","Mamadou Tall","Sciences Physiques","mamadou.tall@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1156","Gueye","Maimouna","Maimouna Gueye","Sciences Naturelles","maimouna.gueye@institutléopoldsédarsenghor.sn","F","44","Institut Léopold Sédar Senghor"
"1157","Ly","Maimouna","Maimouna Ly","Histoire-Géographie","maimouna.ly@lycéealinesitoediatta.sn","F","21","Lycée Aline Sitoe Diatta"
"1158","Ly","Modou","Modou Ly","Sciences Physiques","modou.ly@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"1159","Ndour","Ndeye","Ndeye Ndour","Anglais","ndeye.ndour@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1160","Wade","Dieynaba","Dieynaba Wade","Arabe","dieynaba.wade@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"1161","Wade","Awa","Awa Wade","Sciences Physiques","awa.wade@institutmabadiakhouba.sn","F","49","Institut Maba Diakhou Ba"
"1162","Diagne","Demba","Demba Diagne","Arts","demba.diagne@écolealinesitoediatta.sn","M","4","École Aline Sitoe Diatta"
"1163","Diallo","Binta","Binta Diallo","Histoire-Géographie","binta.diallo@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"1164","Thiam","Maimouna","Maimouna Thiam","Sciences Physiques","maimouna.thiam@lycéeblaisediagne.sn","F","74","Lycée Blaise Diagne"
"1165","Thiam","Samba","Samba Thiam","Informatique","samba.thiam@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"1166","Ly","Rama","Rama Ly","Arabe","rama.ly@écoleblaisediagne.sn","F","78","École Blaise Diagne"
"1167","Diop","Babacar","Babacar Diop","Éducation Physique","babacar.diop@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"1168","Faye","Ndeye","Ndeye Faye","Sciences Naturelles","ndeye.faye@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1169","Sow","Assane","Assane Sow","Informatique","assane.sow@lycéemariamaba.sn","M","100","Lycée Mariama Ba"
"1170","Cisse","Ousmane","Ousmane Cisse","Histoire-Géographie","ousmane.cisse@écoleelhadjiomartall.sn","M","8","École El Hadji Omar Tall"
"1171","Tall","Yacine","Yacine Tall","Informatique","yacine.tall@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1172","Ndour","Rama","Rama Ndour","Informatique","rama.ndour@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1173","Faye","Maimouna","Maimouna Faye","Éducation Physique","maimouna.faye@écoleléopoldsédarsenghor.sn","F","64","École Léopold Sédar Senghor"
"1174","Ba","Dieynaba","Dieynaba Ba","Français","dieynaba.ba@lycéeblaisediagne.sn","F","74","Lycée Blaise Diagne"
"1175","Thiam","Ndeye","Ndeye Thiam","Anglais","ndeye.thiam@institutmariamaba.sn","F","99","Institut Mariama Ba"
"1176","Ndiaye","Baba","Baba Ndiaye","Sciences Physiques","baba.ndiaye@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"1177","Diallo","Abdou","Abdou Diallo","Éducation Physique","abdou.diallo@lycéeléopoldsédarsenghor.sn","M","61","Lycée Léopold Sédar Senghor"
"1178","Sow","Abdou","Abdou Sow","Mathématiques","abdou.sow@collègeléopoldsédarsenghor.sn","M","34","Collège Léopold Sédar Senghor"
"1179","Ndour","Binta","Binta Ndour","Mathématiques","binta.ndour@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"1180","Ndour","Samba","Samba Ndour","Français","samba.ndour@écolealinesitoediatta.sn","M","96","École Aline Sitoe Diatta"
"1181","Ba","Dieynaba","Dieynaba Ba","Anglais","dieynaba.ba@lycéealinesitoediatta.sn","F","63","Lycée Aline Sitoe Diatta"
"1182","Diouf","Samba","Samba Diouf","Mathématiques","samba.diouf@lycéealinesitoediatta.sn","M","28","Lycée Aline Sitoe Diatta"
"1183","Diagne","Abdou","Abdou Diagne","Arts","abdou.diagne@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"1184","Seck","Mamadou","Mamadou Seck","Sciences Naturelles","mamadou.seck@lycéeblaisediagne.sn","M","89","Lycée Blaise Diagne"
"1185","Tall","Seynabou","Seynabou Tall","Français","seynabou.tall@institutblaisediagne.sn","F","93","Institut Blaise Diagne"
"1186","Diouf","Aminata","Aminata Diouf","Mathématiques","aminata.diouf@écolemariamaba.sn","F","94","École Mariama Ba"
"1187","Seck","Awa","Awa Seck","Arabe","awa.seck@institutblaisediagne.sn","F","93","Institut Blaise Diagne"
"1188","Cisse","Demba","Demba Cisse","Sciences Naturelles","demba.cisse@lycéeblaisediagne.sn","M","80","Lycée Blaise Diagne"
"1189","Seck","Ibrahima","Ibrahima Seck","Arts","ibrahima.seck@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"1190","Fall","Cheikh","Cheikh Fall","Éducation Physique","cheikh.fall@institutmariamaba.sn","M","31","Institut Mariama Ba"
"1191","Wade","Maimouna","Maimouna Wade","Français","maimouna.wade@collègelatdior.sn","F","79","Collège Lat Dior"
"1192","Diagne","Rama","Rama Diagne","Français","rama.diagne@collègeblaisediagne.sn","F","25","Collège Blaise Diagne"
"1193","Diop","Alioune","Alioune Diop","Éducation Physique","alioune.diop@lycéecheikhantadiop.sn","M","6","Lycée Cheikh Anta Diop"
"1194","Seck","Assane","Assane Seck","Éducation Physique","assane.seck@collègelatdior.sn","M","98","Collège Lat Dior"
"1195","Ndour","Rokhaya","Rokhaya Ndour","Français","rokhaya.ndour@collègecheikhantadiop.sn","F","1","Collège Cheikh Anta Diop"
"1196","Tall","Dieynaba","Dieynaba Tall","Histoire-Géographie","dieynaba.tall@écolemariamaba.sn","F","94","École Mariama Ba"
"1197","Sow","Babacar","Babacar Sow","Sciences Physiques","babacar.sow@lycéecheikhantadiop.sn","M","83","Lycée Cheikh Anta Diop"
"1198","Fall","Moussa","Moussa Fall","Français","moussa.fall@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1199","Ly","Amadou","Amadou Ly","Arts","amadou.ly@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"1200","Diagne","Alioune","Alioune Diagne","Français","alioune.diagne@écoleblaisediagne.sn","M","78","École Blaise Diagne"
"1201","Wade","Demba","Demba Wade","Mathématiques","demba.wade@écoleblaisediagne.sn","M","19","École Blaise Diagne"
"1202","Sow","Dieynaba","Dieynaba Sow","Sciences Naturelles","dieynaba.sow@lycéealinesitoediatta.sn","F","28","Lycée Aline Sitoe Diatta"
"1203","Ndiaye","Astou","Astou Ndiaye","Anglais","astou.ndiaye@collègeelhadjiomartall.sn","F","46","Collège El Hadji Omar Tall"
"1204","Diop","Dieynaba","Dieynaba Diop","Histoire-Géographie","dieynaba.diop@institutblaisediagne.sn","F","93","Institut Blaise Diagne"
"1205","Diop","Demba","Demba Diop","Sciences Naturelles","demba.diop@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1206","Wade","Seynabou","Seynabou Wade","Mathématiques","seynabou.wade@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"1207","Diallo","Ibrahima","Ibrahima Diallo","Éducation Physique","ibrahima.diallo@lycéeblaisediagne.sn","M","74","Lycée Blaise Diagne"
"1208","Seck","Rama","Rama Seck","Mathématiques","rama.seck@lycéeelhadjiomartall.sn","F","30","Lycée El Hadji Omar Tall"
"1209","Ly","Mariam","Mariam Ly","Histoire-Géographie","mariam.ly@écolecheikhantadiop.sn","F","23","École Cheikh Anta Diop"
"1210","Ly","Babacar","Babacar Ly","Arts","babacar.ly@lycéealinesitoediatta.sn","M","63","Lycée Aline Sitoe Diatta"
"1211","Diop","Binta","Binta Diop","Éducation Physique","binta.diop@institutmabadiakhouba.sn","F","65","Institut Maba Diakhou Ba"
"1212","Diop","Cheikh","Cheikh Diop","Arts","cheikh.diop@collègeblaisediagne.sn","M","5","Collège Blaise Diagne"
"1213","Ly","Awa","Awa Ly","Informatique","awa.ly@écoleelhadjiomartall.sn","F","22","École El Hadji Omar Tall"
"1214","Diallo","Mariam","Mariam Diallo","Mathématiques","mariam.diallo@écolecheikhantadiop.sn","F","52","École Cheikh Anta Diop"
"1215","Ba","Samba","Samba Ba","Histoire-Géographie","samba.ba@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1216","Ly","Ousmane","Ousmane Ly","Informatique","ousmane.ly@lycéeelhadjiomartall.sn","M","58","Lycée El Hadji Omar Tall"
"1217","Ly","Moussa","Moussa Ly","Informatique","moussa.ly@collègemariamaba.sn","M","50","Collège Mariama Ba"
"1218","Wade","Modou","Modou Wade","Informatique","modou.wade@écolemabadiakhouba.sn","M","29","École Maba Diakhou Ba"
"1219","Ba","Alioune","Alioune Ba","Anglais","alioune.ba@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"1220","Gueye","Mamadou","Mamadou Gueye","Informatique","mamadou.gueye@lycéeblaisediagne.sn","M","80","Lycée Blaise Diagne"
"1221","Fall","Modou","Modou Fall","Sciences Naturelles","modou.fall@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1222","Sarr","Cheikh","Cheikh Sarr","Mathématiques","cheikh.sarr@institutblaisediagne.sn","M","93","Institut Blaise Diagne"
"1223","Ndour","Astou","Astou Ndour","Éducation Physique","astou.ndour@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"1224","Ba","Dieynaba","Dieynaba Ba","Français","dieynaba.ba@lycéeblaisediagne.sn","F","76","Lycée Blaise Diagne"
"1225","Kane","Yacine","Yacine Kane","Arts","yacine.kane@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"1226","Ba","Binta","Binta Ba","Arabe","binta.ba@lycéeblaisediagne.sn","F","39","Lycée Blaise Diagne"
"1227","Thiam","Seynabou","Seynabou Thiam","Français","seynabou.thiam@institutlatdior.sn","F","95","Institut Lat Dior"
"1228","Diagne","Alioune","Alioune Diagne","Éducation Physique","alioune.diagne@écoleléopoldsédarsenghor.sn","M","10","École Léopold Sédar Senghor"
"1229","Tall","Ndeye","Ndeye Tall","Français","ndeye.tall@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1230","Diallo","Rokhaya","Rokhaya Diallo","Arts","rokhaya.diallo@institutmariamaba.sn","F","51","Institut Mariama Ba"
"1231","Faye","Binta","Binta Faye","Histoire-Géographie","binta.faye@lycéecheikhantadiop.sn","F","2","Lycée Cheikh Anta Diop"
"1232","Mbaye","Dieynaba","Dieynaba Mbaye","Éducation Physique","dieynaba.mbaye@écolealinesitoediatta.sn","F","96","École Aline Sitoe Diatta"
"1233","Sarr","Fatou","Fatou Sarr","Éducation Physique","fatou.sarr@collègeblaisediagne.sn","F","27","Collège Blaise Diagne"
"1234","Ba","Binta","Binta Ba","Anglais","binta.ba@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"1235","Sarr","Baba","Baba Sarr","Arts","baba.sarr@écolecheikhantadiop.sn","M","36","École Cheikh Anta Diop"
"1236","Thiam","Alioune","Alioune Thiam","Sciences Naturelles","alioune.thiam@écolemariamaba.sn","M","94","École Mariama Ba"
"1237","Ndiaye","Amadou","Amadou Ndiaye","Histoire-Géographie","amadou.ndiaye@institutmariamaba.sn","M","99","Institut Mariama Ba"
"1238","Diop","Khady","Khady Diop","Sciences Physiques","khady.diop@écolealinesitoediatta.sn","F","60","École Aline Sitoe Diatta"
"1239","Fall","Seynabou","Seynabou Fall","Mathématiques","seynabou.fall@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"1240","Ndour","Dieynaba","Dieynaba Ndour","Arabe","dieynaba.ndour@écolemabadiakhouba.sn","F","29","École Maba Diakhou Ba"
"1241","Seck","Abdou","Abdou Seck","Informatique","abdou.seck@institutmariamaba.sn","M","51","Institut Mariama Ba"
"1242","Thiam","Maimouna","Maimouna Thiam","Éducation Physique","maimouna.thiam@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1243","Diallo","Khady","Khady Diallo","Français","khady.diallo@institutmabadiakhouba.sn","F","49","Institut Maba Diakhou Ba"
"1244","Diagne","Astou","Astou Diagne","Sciences Naturelles","astou.diagne@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"1245","Diouf","Mamadou","Mamadou Diouf","Informatique","mamadou.diouf@collègeblaisediagne.sn","M","25","Collège Blaise Diagne"
"1246","Diouf","Ibrahima","Ibrahima Diouf","Sciences Naturelles","ibrahima.diouf@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"1247","Wade","Cheikh","Cheikh Wade","Mathématiques","cheikh.wade@collègemabadiakhouba.sn","M","84","Collège Maba Diakhou Ba"
"1248","Ba","Maimouna","Maimouna Ba","Mathématiques","maimouna.ba@institutmariamaba.sn","F","51","Institut Mariama Ba"
"1249","Sarr","Yacine","Yacine Sarr","Français","yacine.sarr@institutléopoldsédarsenghor.sn","F","88","Institut Léopold Sédar Senghor"
"1250","Ndiaye","Babacar","Babacar Ndiaye","Anglais","babacar.ndiaye@lycéelatdior.sn","M","85","Lycée Lat Dior"
"1251","Kane","Rama","Rama Kane","Sciences Naturelles","rama.kane@lycéeblaisediagne.sn","F","80","Lycée Blaise Diagne"
"1252","Wade","Baba","Baba Wade","Anglais","baba.wade@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1253","Diop","Assane","Assane Diop","Arabe","assane.diop@lycéeblaisediagne.sn","M","74","Lycée Blaise Diagne"
"1254","Ndour","Ndeye","Ndeye Ndour","Français","ndeye.ndour@écolemabadiakhouba.sn","F","57","École Maba Diakhou Ba"
"1255","Diop","Assane","Assane Diop","Sciences Physiques","assane.diop@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1256","Seck","Khady","Khady Seck","Sciences Naturelles","khady.seck@lycéealinesitoediatta.sn","F","73","Lycée Aline Sitoe Diatta"
"1257","Fall","Abdou","Abdou Fall","Arts","abdou.fall@collègeblaisediagne.sn","M","5","Collège Blaise Diagne"
"1258","Wade","Pape","Pape Wade","Éducation Physique","pape.wade@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1259","Sarr","Yacine","Yacine Sarr","Sciences Physiques","yacine.sarr@écoleelhadjiomartall.sn","F","75","École El Hadji Omar Tall"
"1260","Diouf","Rokhaya","Rokhaya Diouf","Éducation Physique","rokhaya.diouf@écoleléopoldsédarsenghor.sn","F","10","École Léopold Sédar Senghor"
"1261","Faye","Rokhaya","Rokhaya Faye","Éducation Physique","rokhaya.faye@lycéeblaisediagne.sn","F","89","Lycée Blaise Diagne"
"1262","Ly","Ousmane","Ousmane Ly","Arabe","ousmane.ly@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"1263","Ly","Fatou","Fatou Ly","Anglais","fatou.ly@lycéeléopoldsédarsenghor.sn","F","71","Lycée Léopold Sédar Senghor"
"1264","Gueye","Dieynaba","Dieynaba Gueye","Éducation Physique","dieynaba.gueye@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"1265","Diouf","Abdou","Abdou Diouf","Sciences Naturelles","abdou.diouf@lycéeblaisediagne.sn","M","80","Lycée Blaise Diagne"
"1266","Diallo","Mamadou","Mamadou Diallo","Anglais","mamadou.diallo@lycéeelhadjiomartall.sn","M","11","Lycée El Hadji Omar Tall"
"1267","Mbaye","Rokhaya","Rokhaya Mbaye","Arabe","rokhaya.mbaye@lycéemariamaba.sn","F","13","Lycée Mariama Ba"
"1268","Cisse","Yacine","Yacine Cisse","Arabe","yacine.cisse@lycéemabadiakhouba.sn","F","37","Lycée Maba Diakhou Ba"
"1269","Thiam","Awa","Awa Thiam","Informatique","awa.thiam@lycéelatdior.sn","F","91","Lycée Lat Dior"
"1270","Ba","Mariam","Mariam Ba","Histoire-Géographie","mariam.ba@collègeléopoldsédarsenghor.sn","F","69","Collège Léopold Sédar Senghor"
"1271","Diop","Samba","Samba Diop","Arabe","samba.diop@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"1272","Sow","Coumba","Coumba Sow","Sciences Physiques","coumba.sow@institutalinesitoediatta.sn","F","47","Institut Aline Sitoe Diatta"
"1273","Diagne","Ousmane","Ousmane Diagne","Éducation Physique","ousmane.diagne@lycéeelhadjiomartall.sn","M","11","Lycée El Hadji Omar Tall"
"1274","Diallo","Amadou","Amadou Diallo","Informatique","amadou.diallo@collègemariamaba.sn","M","66","Collège Mariama Ba"
"1275","Ndiaye","Awa","Awa Ndiaye","Arts","awa.ndiaye@institutmabadiakhouba.sn","F","65","Institut Maba Diakhou Ba"
"1276","Diop","Samba","Samba Diop","Éducation Physique","samba.diop@écolemabadiakhouba.sn","M","57","École Maba Diakhou Ba"
"1277","Diop","Awa","Awa Diop","Histoire-Géographie","awa.diop@lycéelatdior.sn","F","42","Lycée Lat Dior"
"1278","Wade","Khady","Khady Wade","Mathématiques","khady.wade@collègelatdior.sn","F","70","Collège Lat Dior"
"1279","Diagne","Khady","Khady Diagne","Sciences Physiques","khady.diagne@écolemabadiakhouba.sn","F","57","École Maba Diakhou Ba"
"1280","Sarr","Maimouna","Maimouna Sarr","Français","maimouna.sarr@écolemabadiakhouba.sn","F","56","École Maba Diakhou Ba"
"1281","Kane","Assane","Assane Kane","Informatique","assane.kane@lycéeléopoldsédarsenghor.sn","M","61","Lycée Léopold Sédar Senghor"
"1282","Diouf","Rokhaya","Rokhaya Diouf","Histoire-Géographie","rokhaya.diouf@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"1283","Diop","Pape","Pape Diop","Arts","pape.diop@lycéemariamaba.sn","M","13","Lycée Mariama Ba"
"1284","Thiam","Cheikh","Cheikh Thiam","Sciences Physiques","cheikh.thiam@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1285","Ndour","Demba","Demba Ndour","Arabe","demba.ndour@institutcheikhantadiop.sn","M","86","Institut Cheikh Anta Diop"
"1286","Wade","Fatou","Fatou Wade","Éducation Physique","fatou.wade@lycéeblaisediagne.sn","F","74","Lycée Blaise Diagne"
"1287","Ndiaye","Modou","Modou Ndiaye","Sciences Naturelles","modou.ndiaye@institutalinesitoediatta.sn","M","55","Institut Aline Sitoe Diatta"
"1288","Ndour","Pape","Pape Ndour","Informatique","pape.ndour@écolecheikhantadiop.sn","M","52","École Cheikh Anta Diop"
"1289","Thiam","Samba","Samba Thiam","Arabe","samba.thiam@lycéeblaisediagne.sn","M","26","Lycée Blaise Diagne"
"1290","Sow","Assane","Assane Sow","Histoire-Géographie","assane.sow@lycéelatdior.sn","M","91","Lycée Lat Dior"
"1291","Sow","Mariam","Mariam Sow","Anglais","mariam.sow@collègemabadiakhouba.sn","F","33","Collège Maba Diakhou Ba"
"1292","Wade","Cheikh","Cheikh Wade","Sciences Physiques","cheikh.wade@écoleléopoldsédarsenghor.sn","M","64","École Léopold Sédar Senghor"
"1293","Seck","Aminata","Aminata Seck","Histoire-Géographie","aminata.seck@écoleblaisediagne.sn","F","77","École Blaise Diagne"
"1294","Seck","Assane","Assane Seck","Anglais","assane.seck@écolealinesitoediatta.sn","M","96","École Aline Sitoe Diatta"
"1295","Fall","Mamadou","Mamadou Fall","Sciences Naturelles","mamadou.fall@lycéeblaisediagne.sn","M","76","Lycée Blaise Diagne"
"1296","Diop","Seynabou","Seynabou Diop","Français","seynabou.diop@institutmabadiakhouba.sn","F","15","Institut Maba Diakhou Ba"
"1297","Sarr","Seynabou","Seynabou Sarr","Éducation Physique","seynabou.sarr@institutalinesitoediatta.sn","F","18","Institut Aline Sitoe Diatta"
"1298","Tall","Coumba","Coumba Tall","Arabe","coumba.tall@collègelatdior.sn","F","98","Collège Lat Dior"
"1299","Fall","Pape","Pape Fall","Histoire-Géographie","pape.fall@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1300","Fall","Ibrahima","Ibrahima Fall","Arts","ibrahima.fall@lycéeelhadjiomartall.sn","M","43","Lycée El Hadji Omar Tall"
"1301","Mbaye","Demba","Demba Mbaye","Éducation Physique","demba.mbaye@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1302","Ndiaye","Alioune","Alioune Ndiaye","Sciences Physiques","alioune.ndiaye@collègemariamaba.sn","M","66","Collège Mariama Ba"
"1303","Diagne","Demba","Demba Diagne","Arabe","demba.diagne@écolemabadiakhouba.sn","M","62","École Maba Diakhou Ba"
"1304","Sarr","Babacar","Babacar Sarr","Anglais","babacar.sarr@écolemariamaba.sn","M","40","École Mariama Ba"
"1305","Ba","Rama","Rama Ba","Sciences Naturelles","rama.ba@lycéeelhadjiomartall.sn","F","11","Lycée El Hadji Omar Tall"
"1306","Ly","Alioune","Alioune Ly","Informatique","alioune.ly@lycéelatdior.sn","M","82","Lycée Lat Dior"
"1307","Seck","Samba","Samba Seck","Sciences Physiques","samba.seck@écolecheikhantadiop.sn","M","59","École Cheikh Anta Diop"
"1308","Diagne","Babacar","Babacar Diagne","Éducation Physique","babacar.diagne@écoleelhadjiomartall.sn","M","22","École El Hadji Omar Tall"
"1309","Ba","Amadou","Amadou Ba","Histoire-Géographie","amadou.ba@lycéealinesitoediatta.sn","M","32","Lycée Aline Sitoe Diatta"
"1310","Sarr","Yacine","Yacine Sarr","Éducation Physique","yacine.sarr@lycéelatdior.sn","F","82","Lycée Lat Dior"
"1311","Ly","Maimouna","Maimouna Ly","Arts","maimouna.ly@institutelhadjiomartall.sn","F","68","Institut El Hadji Omar Tall"
"1312","Fall","Alioune","Alioune Fall","Arts","alioune.fall@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1313","Gueye","Babacar","Babacar Gueye","Français","babacar.gueye@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1314","Kane","Ndeye","Ndeye Kane","Éducation Physique","ndeye.kane@lycéealinesitoediatta.sn","F","32","Lycée Aline Sitoe Diatta"
"1315","Fall","Baba","Baba Fall","Informatique","baba.fall@collègecheikhantadiop.sn","M","45","Collège Cheikh Anta Diop"
"1316","Kane","Assane","Assane Kane","Français","assane.kane@institutmariamaba.sn","M","97","Institut Mariama Ba"
"1317","Ba","Binta","Binta Ba","Arabe","binta.ba@écoleblaisediagne.sn","F","87","École Blaise Diagne"
"1318","Ndiaye","Demba","Demba Ndiaye","Français","demba.ndiaye@institutmabadiakhouba.sn","M","15","Institut Maba Diakhou Ba"
"1319","Ndour","Babacar","Babacar Ndour","Arabe","babacar.ndour@lycéecheikhantadiop.sn","M","83","Lycée Cheikh Anta Diop"
"1320","Fall","Samba","Samba Fall","Sciences Naturelles","samba.fall@lycéecheikhantadiop.sn","M","24","Lycée Cheikh Anta Diop"
"1321","Tall","Cheikh","Cheikh Tall","Arts","cheikh.tall@lycéelatdior.sn","M","42","Lycée Lat Dior"
"1322","Wade","Moussa","Moussa Wade","Mathématiques","moussa.wade@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1323","Faye","Coumba","Coumba Faye","Français","coumba.faye@écolecheikhantadiop.sn","F","36","École Cheikh Anta Diop"
"1324","Sow","Ousmane","Ousmane Sow","Arabe","ousmane.sow@lycéeléopoldsédarsenghor.sn","M","71","Lycée Léopold Sédar Senghor"
"1325","Sow","Cheikh","Cheikh Sow","Informatique","cheikh.sow@écolecheikhantadiop.sn","M","59","École Cheikh Anta Diop"
"1326","Diop","Alioune","Alioune Diop","Histoire-Géographie","alioune.diop@lycéeblaisediagne.sn","M","39","Lycée Blaise Diagne"
"1327","Sow","Moussa","Moussa Sow","Mathématiques","moussa.sow@lycéeelhadjiomartall.sn","M","16","Lycée El Hadji Omar Tall"
"1328","Fall","Rama","Rama Fall","Sciences Naturelles","rama.fall@lycéealinesitoediatta.sn","F","63","Lycée Aline Sitoe Diatta"
"1329","Faye","Khady","Khady Faye","Anglais","khady.faye@lycéecheikhantadiop.sn","F","48","Lycée Cheikh Anta Diop"
"1330","Fall","Mariam","Mariam Fall","Arts","mariam.fall@institutlatdior.sn","F","92","Institut Lat Dior"
"1331","Ba","Rokhaya","Rokhaya Ba","Sciences Naturelles","rokhaya.ba@lycéeelhadjiomartall.sn","F","30","Lycée El Hadji Omar Tall"
"1332","Ly","Rokhaya","Rokhaya Ly","Arts","rokhaya.ly@collègemabadiakhouba.sn","F","84","Collège Maba Diakhou Ba"
"1333","Ba","Dieynaba","Dieynaba Ba","Français","dieynaba.ba@lycéelatdior.sn","F","42","Lycée Lat Dior"
"1334","Mbaye","Maimouna","Maimouna Mbaye","Arabe","maimouna.mbaye@collègecheikhantadiop.sn","F","45","Collège Cheikh Anta Diop"
"1335","Sarr","Awa","Awa Sarr","Sciences Physiques","awa.sarr@institutlatdior.sn","F","3","Institut Lat Dior"
"1336","Faye","Binta","Binta Faye","Éducation Physique","binta.faye@lycéelatdior.sn","F","85","Lycée Lat Dior"
"1337","Seck","Babacar","Babacar Seck","Français","babacar.seck@collègeelhadjiomartall.sn","M","46","Collège El Hadji Omar Tall"
"1338","Ndiaye","Fatou","Fatou Ndiaye","Arts","fatou.ndiaye@collègeléopoldsédarsenghor.sn","F","34","Collège Léopold Sédar Senghor"
"1339","Fall","Pape","Pape Fall","Sciences Physiques","pape.fall@lycéeelhadjiomartall.sn","M","30","Lycée El Hadji Omar Tall"
"1340","Mbaye","Abdou","Abdou Mbaye","Sciences Naturelles","abdou.mbaye@écolecheikhantadiop.sn","M","59","École Cheikh Anta Diop"
"1341","Diouf","Demba","Demba Diouf","Français","demba.diouf@écolealinesitoediatta.sn","M","4","École Aline Sitoe Diatta"
"1342","Tall","Assane","Assane Tall","Anglais","assane.tall@lycéecheikhantadiop.sn","M","2","Lycée Cheikh Anta Diop"
"1343","Thiam","Aminata","Aminata Thiam","Arabe","aminata.thiam@lycéelatdior.sn","F","42","Lycée Lat Dior"
"1344","Seck","Awa","Awa Seck","Sciences Naturelles","awa.seck@institutmariamaba.sn","F","7","Institut Mariama Ba"
